smiles,success,failed
CCC(N=O)C1(ON(O)O)NC(NC(C)=N)(OC(=O)CNO)C(=O)O1, 992, 8
CCC1(N=O)N2C(NC(C)=N)(OC(=O)CNO)C(=O)OC21ON(O)O, 984, 16
CCC1(N=O)N2C(NC(=N)C=N)(OC(=O)CNO)C(=O)OC21ON(O)O, 981, 19
CC(N)C1(N=O)N2C(NC(=N)C=N)(OC(=O)CNO)C(=O)OC21ON(O)O, 989, 11
CC(N)C1(N=O)N2C(NC(=N)C=N)(OC(=O)CN(C)O)C(=O)OC21ON(O)O, 1000, 0
CN(O)CC(=O)OC1(NC(=N)C=N)C(=O)OC23ON(O)OC(C)(N)C2(N=O)N13, 996, 4
CN(O)C1C(=O)OC2(C(=O)OC34ON(O)OC(C)(N)C3(N=O)N24)N1C(=N)C=N, 992, 8
CN(O)C1C(=O)OC2(C(=O)OC34ON(O)OC5(C=N5)C3(N=O)N24)N1C(=N)C=N, 991, 9
CN(O)CC(=O)OC1(NC(=N)C=N)C(=O)OC23ON(O)OC4(C=N4)C2(N=O)N13, 1000, 0
CN(O)C(=O)C(=O)OC1(NC(=N)C=N)C(=O)OC23ON(O)OC4(C=N4)C2(N=O)N13, 1000, 0
CN=CC(=N)NC1(OC(=O)C(=O)N(C)O)C(=O)OC23ON(O)OC4(C=N4)C2(N=O)N13, 999, 1
CCN(O)C(=O)C(=O)OC1(NC(=N)C=NC)C(=O)OC23ON(O)OC4(C=N4)C2(N=O)N13, 1000, 0
CCN(O)C(=O)C(=O)OC1(NC(=N)C=NC)COC23ON(O)OC4(C=N4)C2(N=O)N13, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
N=C(C(=O)O)N(CC(=O)O)CC(=O)O, 998, 2
N=C(C=O)N(CC(=O)O)CC(=O)O, 996, 4
N=C(C=O)NCC(=O)O, 975, 25
CN(CC(=O)O)C(=N)C=O, 997, 3
CN(C(=N)C=O)C(N)C(=O)O, 1000, 0
CC(=N)N(C)C(N)C(=O)O, 1000, 0
CC(=N)N(CO)C(N)C(=O)O, 999, 1
CC(=N)N(CO)C(N)C(=O)ON, 1000, 0
CNC(C(=O)ON)N(CO)C(C)=N, 993, 7
CNC1(C(=O)ON)C(O)N1C(C)=N, 998, 2
CNC1(C(=O)O)C(O)N1C(C)=N, 996, 4
CNC(CO)(NC(C)=N)C(=O)O, 986, 14
CC(=N)NC(CO)(NC=O)C(=O)O, 989, 11
C=CC(=N)NC(CO)(NC=O)C(=O)O, 976, 24
C#CC(=N)NC(CO)(NC=O)C(=O)O, 764, 236
C#CC(=N)N(C)C(CO)(NC=O)C(=O)O, 755, 245
C=CC(=N)N(C)C(CO)(NC=O)C(=O)O, 978, 22
C=CC(N)N(C)C(CO)(NC=O)C(=O)O, 986, 14
C=CC(N)N(C)C(CO)(NC=O)C(=O)O, 990, 10
C=CC(N)N1CC(=O)NC1(CO)C(=O)O, 981, 19
C=CC(N)N1CC(=O)NC1(C)C(=O)O, 983, 17
C=CC(N)N1CC(=O)NC1(C=C)C(=O)O, 977, 23
C#CC1(C(=O)O)NC(=O)CN1C(N)C=C, 683, 317
C#CC1(C(=O)O)NC(=O)CN1C(N)(O)C=C, 661, 339
C#CC1(C(=O)O)NC(=O)CN1C(C)(N)O, 808, 192
C#CC(NC(C)=O)(NC(C)(N)O)C(=O)O, 736, 264
C#CC1(NC(C)=O)NC(N)(O)COC1=O, 998, 2
C#CC1(NC(=O)C=N)NC(N)(O)COC1=O, 997, 3
C#CC1(NC(=O)C#N)NC(N)(O)COC1=O, 987, 13
N#CC(=O)NC12C#CNC(O)(COC1=O)N2, 604, 396
NC12C#CNC(O)(COC1=O)N2, 616, 384
COC12COC(=O)C(N)(C#CN1)N2, 654, 346
COC12NC#CC(N)(N1)C(=O)OC2=N, 661, 339
COC12NC#CC(N)(C(=O)OC1=N)N2C, 597, 403
COC12NC#CC(N)(N1)C(=O)OC2=N, 638, 362
COC12NC#CC(N=O)(N1)C(=O)OC2=N, 633, 367
N#COC12NC#CC(N=O)(N1)C(=O)OC2=N, 644, 356
C#CNC1(OC#N)NC(N=O)C(=O)OC1=N, 993, 7
C#CNC1(OCN)NC(N=O)C(=O)OC1=N, 997, 3
CC#CNC1(OCN)NC(N=O)C(=O)OC1=N, 996, 4
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
O=CCN(CC(=O)O)CC(=O)O, 999, 1
O=CCN(CC(=O)O)C1OC1=O, 997, 3
O=CCN(CC(=O)O)C1CO1, 997, 3
O=C(O)CN1CC(=O)C2OC21, 999, 1
O=C(O)CN1C(=O)C(=O)C2OC21, 1000, 0
CC(C(=O)O)N1C(=O)C(=O)C2OC21, 1000, 0
CC(C(=O)O)N1C(=O)CC2OC21, 999, 1
CC1C(=O)OC23CC(=O)N1C2O3, 1000, 0
CC1(O)C(=O)OC23CC(=O)N1C2O3, 1000, 0
O=C1OC23CC(=O)N(C1O)C2O3, 999, 1
NC1C(=O)N2C(O)C(=O)OC13OC23, 999, 1
NC1C(=O)N2C(O)C(=O)OC13OC23N, 1000, 0
NC1C(=O)N2C(O)C(=O)OC1(O)C2N, 846, 154
NC1C(=O)N(C(O)C=O)C(N)C1(O)O, 1000, 0
COC1(O)C(N)C(=O)N(C(O)C=O)C1N, 999, 1
COC1(O)C(N)NC(=O)C1N, 998, 2
N#COC1(O)C(N)NC(=O)C1N, 999, 1
COC1(OC#N)C(N)NC(=O)C1N, 996, 4
N#COC12OC=NC1NC(=O)C2N, 685, 315
N#COC12OC(O)=NC1NC(=O)C2N, 754, 246
N#COC1(OC(=N)O)CNC(=O)C1N, 998, 2
N#COC1(OC(=N)O)CNC(=O)C1(N)N, 997, 3
N=C(O)OC1CNC(=O)C1(N)N, 999, 1
C=C1NC(=O)C(N)(N)C1OC(=N)O, 1000, 0
N=C(O)OC1C2=CNC1(N)C(=O)N2, 0, 1000
N=C(O)OC1C=CNC1(N)C(N)=O, 985, 15
N=C(O)OC1C=C2NC(=O)C1(N)N2, 14, 986
N=C(O)OC1C=C(N)NC(=O)C1N, 1000, 0
N=C(O)OC12C=C(N)NC(=O)C1N2, 999, 1
CC12NC1(OC(=N)O)C=C(N)NC2=O, 1000, 0
N=C1OCC23NC2(C=C(N)NC3=O)O1, 1000, 0
N=C1OC(=N)C23NC2(C=C(N)NC3=O)O1, 999, 1
N=C1OC(=NO)C23NC2(C=C(N)NC3=O)O1, 999, 1
N=C1OC(=NO)C23NC2(C=C(N)NC3O)O1, 1000, 0
COC1NC(N)=CC23NC12C(=NO)OC(=N)O3, 998, 2
COC1N(O)C(N)=CC23NC12C(=NO)OC(=N)O3, 999, 1
CCOC1N(O)C(N)=CC23NC12C(=NO)OC(=N)O3, 999, 1
CCOC1N(O)C(N)=CC23NC12C(=NO)OC(N)O3, 998, 2
C=NC1=CC23NC2(C(=NO)OC(N)O3)C(OCC)N1O, 998, 2
C=NC1=CC23NC2(C(=NO)OC(N)O3)C(O)(OCC)N1O, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CNCC(=O)O, 925, 75
O=C(O)CNC(=O)C(=O)O, 978, 22
O=C(O)CNC(=O)CO, 980, 20
NCC(=O)O, 1000, 0
NCC(=O)O, 1000, 0
O=NCC(=O)O, 1000, 0
O=CCN=O, 1000, 0
CC=O, 1000, 0
C#CC=O, 997, 3
C#CC, 1000, 0
C#CC=O, 996, 4
C#CC(C)=O, 994, 6
CC(C)=O, 999, 1
CC(=O)CN, 1000, 0
CC(=O)C(C)N, 1000, 0
C=C(N)C(C)=O, 999, 1
C=CC(C)=O, 1000, 0
CC(=O)C=CO, 999, 1
CC(=O)C=CON, 999, 1
NOC=CC(=O)C=O, 999, 1
NOC=CC(O)C=O, 1000, 0
NOC=C=C(O)C=O, 1000, 0
NOCC=C(O)C=O, 946, 54
NOCC=C(C=O)ON, 934, 66
NOC(C=O)=CC(N)ON, 1000, 0
NOC(C=O)=CC(N)(N)ON, 1000, 0
C=NOC(N)(N)C=C(C=O)ON, 1000, 0
C=NOC(N)(N)C=C(O)C=O, 1000, 0
C=NOC(N)(N)C=C(C=O)OC, 1000, 0
C=NOC(N)(N)C=C(CO)OC, 999, 1
CC=NOC(N)(N)C=C(CO)OC, 1000, 0
COC(=CC1(N)N=CC=NO1)CO, 1000, 0
CCOC(=CC1(N)N=CC=NO1)CO, 999, 1
CCOC1=C(C2(N)N=CC=NO2)C1O, 999, 1
CCOC1=C(C2(N)N=C(O)C=NO2)C1O, 999, 1
CCOC1=C(C2(N)NC(O)C=NO2)C1O, 1000, 0
NC1(C2=C3OCCC32O)NC(O)C=NO1, 1000, 0
NOC12CCOC1=C2C1(N)NC(O)C=NO1, 1000, 0
NOC1CCOC1=CC1(N)NC(O)C=NO1, 999, 1
CC(O)NC(N)(C=C1OCCC1ON)ON, 989, 11
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
NOC(=O)CN(CC(=O)O)CC(=O)O, 998, 2
NOC(=O)CN1C(C(=O)O)=C1C(=O)O, 986, 14
NOC(=O)C(O)N1C(C(=O)O)=C1C(=O)O, 999, 1
COC(=O)C1=C(C(=O)O)N1C(O)C(=O)ON, 999, 1
NOC(=O)C(O)N1C(C(=O)O)=C1C(=O)OCO, 1000, 0
NOC(=O)C(O)N1C(C(=O)O)=C1C(=O)O, 1000, 0
COC(=O)C1=C(C(=O)O)N1C(O)C(=O)ON, 998, 2
COC(=O)CN(CC(=O)O)C(O)C(=O)ON, 998, 2
NOC(=O)C(O)N1CC(=O)OCC1C(=O)O, 998, 2
NOC(=O)C(O)N1CC(=O)OC(N)C1C(=O)O, 999, 1
NOC(=O)C(O)N1C2NC(OC2=O)C1C(=O)O, 954, 46
NOC(=O)C(O)N1C(N)C(=O)OCC1C(=O)O, 998, 2
NOC(=O)C(=O)N1C(N)C(=O)OCC1C(=O)O, 1000, 0
CNOC(=O)C(=O)N1C(N)C(=O)OCC1C(=O)O, 1000, 0
CNOC(O)C(=O)N1C(N)C(=O)OCC1C(=O)O, 1000, 0
N=CNOC(O)C(=O)N1C(N)C(=O)OCC1C(=O)O, 1000, 0
N=CNOC1(O)NC2C(=O)OCC(C(=O)O)N2C1=O, 995, 5
N=CNOC1(O)NC2C(=O)OCC(C(=O)O)N2C1O, 983, 17
N=CNOC1(O)NC2C(=O)OCC3(OC3=O)N2C1O, 983, 17
CN(C=N)OC1(O)NC2C(=O)OCC3(OC3=O)N2C1O, 985, 15
CN(C=N)OC1(O)N=C2C(=O)OCC3(OC3=O)N2C1O, 999, 1
CN(C=N)OC1(O)N=C2C(=O)OCC3(OC3=O)N2C1(C)O, 1000, 0
CN(C=N)OC12N=C3C(=O)OC(O1)C1(OC1=O)N3C2(C)O, 0, 1000
CN(C=N)OC12N=C3C(=O)OC(O1)C1(OC1=O)N3C2(C)O, 0, 1000
CC1(O)N2C3=NC14ON(C=N)CC(OC3=O)(O4)C21OC1=O, 0, 1000
CC1N(C=N)OC23N=C4C(=O)OC1(O2)C1(OC1=O)N4C3(C)O, 0, 1000
CC1N(C=N)OC2(N)OC13OC(=O)CN(C2(C)O)C31OC1=O, 478, 522
C=CC1N(C=N)OC2(N)OC13OC(=O)CN(C2(C)O)C31OC1=O, 467, 533
C=CC1N(C=N)OC2(NO)OC13OC(=O)CN(C2(C)O)C31OC1=O, 516, 484
C=CC1N(C=N)OC2(N(O)O)OC13OC(=O)CN(C2(C)O)C31OC1=O, 495, 505
C=CCN(C=N)OC1(N(O)O)OC2OC(=O)CN(C23OC3=O)C1(C)O, 937, 63
C=CCN(C=N)OC1(N(O)O)OC2OC(=O)CN(C2OC=O)C1(C)O, 934, 66
C=CC1N(C=N)OC2(N(O)O)OC13OC(=O)CN(C3OC=O)C2(C)O, 490, 510
C=CC1N(C=N)OC2(N(O)O)OC13OC(=O)CN(C3OC=O)C2(O)CC, 492, 508
CCC1(O)N2CC(=O)OC3(OC1(N(O)O)ON1C=NC=CC13)C2OC=O, 475, 525
CCC1(O)N2CC(=O)OC3(OC1(N(O)O)ON1C=NC=CC13)C2OC, 489, 511
CCC1(ON)N2CC(=O)OC3(OC1(N(O)O)ON1C=NC=CC13)C2OC, 491, 509
COC1N2CC(=O)OC13OC1(ON4C=NC=CC43)N(O)OCCC21ON, 507, 493
CCOC1N2CC(=O)OC13OC1(ON4C=NC=CC43)N(O)OCCC21ON, 487, 513
CC(N)OC1N2CC(=O)OC13OC1(ON4C=NC=CC43)N(O)OCCC21ON, 479, 521
O=C(O)CN(CC(=O)O)CC(=O)O, 996, 4
COC(=O)CN(CC(=O)O)CC(=O)O, 999, 1
C#COC(=O)CN(CC(=O)O)CC(=O)O, 862, 138
C#COC(=O)CNCC(=O)O, 573, 427
C#COC(=O)C=NCC(=O)O, 974, 26
O=C(O)C=NCC(=O)O, 998, 2
NC(=NCC(=O)O)C(=O)O, 998, 2
COC(=O)C(N)=NCC(=O)O, 1000, 0
NCOC(=O)C(N)=NCC(=O)O, 999, 1
NCOC(=O)C1=NCC(=O)ON1, 1000, 0
CC(=O)ONC(=N)C(=O)OCN, 1000, 0
CC(=O)ON1C(=N)C(=O)OC1N, 998, 2
CN=C1C(=O)OC(N)N1OC(C)=O, 1000, 0
C=NC1OC(=O)C(=NC)N1OC(C)=O, 1000, 0
C=NCN(OC(C)=O)C(=NC)C(=O)O, 1000, 0
C=NCN(OC(C)=O)C(=NCN)C(=O)O, 1000, 0
C=NCN(OC(C)=O)C(=N)C(=O)O, 999, 1
C=NC(=C)N(OC(C)=O)C(=N)C(=O)O, 999, 1
C=NC(=C)N(OC(C)=O)C(=NC)C(=O)O, 1000, 0
C=NC(=C)N(OC(C)O)C(=NC)C(=O)O, 1000, 0
C=NC1=CCN=C(C(=O)O)N1OC(C)O, 999, 1
CC(O)ON1C=CCN=C1C(=O)O, 1000, 0
CC(O)ON1C=CCN=C1, 1000, 0
CCC(O)ON1C=CCN=C1, 1000, 0
CCCC(O)ON1C=CCN=C1, 1000, 0
C#CCC(O)ON1C=CCN=C1, 989, 11
C#CC=C(O)ON1C=CCN=C1, 942, 58
C#CC(N)=C(O)ON1C=CCN=C1, 931, 69
C#CC(N)=C(O)ON(C)C=CCN, 904, 96
C#CC(N)=C(O)ON(C=O)C=CCN, 785, 215
C#CC(N)=C(ON)ON(C=O)C=CCN, 795, 205
C#CC(N=O)=C(ON)ON(C=O)C=CCN, 794, 206
C#CC(N=O)=C(ON)ON(C=O)C=C=CN, 769, 231
C#CC(N=O)=C(ON)ON(C=O)C1=C=C1N, 768, 232
C#CC(N=O)=C(ON)ONC=O, 775, 225
C#CC(N=O)C(ON)ONC=O, 877, 123
C#CC(N=O)C(O)(ON)ONC=O, 860, 140
C#CC(N=O)C(O)(ON)ONC(=O)O, 865, 135
C#CC(NO)C(O)(ON)ONC(=O)O, 864, 136
NOC(O)ONC(=O)O, 999, 1
NOC(O)ONC(O)O, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
CN(CC(=O)O)CC(=O)O, 999, 1
CN1C(C(=O)O)=C1C(=O)O, 1000, 0
CN(CC(=O)O)CC(=O)O, 1000, 0
CN1C(C(=O)O)=C1C(=O)O, 1000, 0
CN(CC(=O)O)CC(=O)O, 998, 2
CN(CC(=O)O)C(=N)C(=O)O, 998, 2
CN(C(=N)C(=O)O)C(O)C(=O)O, 999, 1
COC(=O)C(=N)N(C)C(O)C(=O)O, 998, 2
C#COC(=O)C(=N)N(C)C(O)C(=O)O, 923, 77
C=COC(=O)C(=N)N(C)C(O)C(=O)O, 1000, 0
C=COC(=O)C(=N)N(CC)C(O)C(=O)O, 993, 7
C=COC(=O)C(=N)N1CCOC(=O)C1O, 999, 1
C=C=COC(=O)C(=N)N1CCOC(=O)C1O, 1000, 0
N=C(C(=O)O)N1CCOC(=O)C1O, 1000, 0
N=C1C(=O)OC2COC(=O)C(O)N12, 992, 8
COC1C(=O)OCC2OC(=O)C(=N)N21, 994, 6
COC1C(=O)OC(O)C2OC(=O)C(=N)N12, 996, 4
CCOC1C(=O)OC(O)C2OC(=O)C(=N)N12, 998, 2
CCOC1C(=O)OC(O)CN1C(=N)C(=O)O, 999, 1
N=C(C(=O)O)N1CC(O)OC(=O)C1OCCO, 1000, 0
N=CN1CC(O)OC(=O)C1OCCO, 1000, 0
N=CN(CCO)C(OCCO)C(=O)O, 1000, 0
C=C(CO)N(C=N)C(OCCO)C(=O)O, 1000, 0
C=C(C=O)N(C=N)C(OCCO)C(=O)O, 999, 1
C=C(C=O)N(C=N)C(OCCO)C(O)O, 1000, 0
C=C(C=O)N(C=N)C(OCCO)C(=O)O, 1000, 0
C=C(C=O)N1C(=N)C(O)COC1C(=O)O, 1000, 0
C=C(C=O)N1C(=N)C(O)COC1C(=O)OC, 1000, 0
COC(=O)C1OCC(O)C(=N)N1C(C)C=O, 1000, 0
CC(C=O)N1C(=N)C(O)COC1C(=O)O, 998, 2
N=C1C(O)COC(C(=O)O)N1C(C=O)C=O, 999, 1
N=C1C(O)COCN1C(C=O)C=O, 998, 2
N=C1C(O)C(O)OCN1C(C=O)C=O, 998, 2
N=C1C(O)C(O)OCN1C(C=O)CO, 1000, 0
N=C1C(ON)C(O)OCN1C(C=O)CO, 1000, 0
N=C1N2COC(O)C1(ON)OCC2C=O, 868, 132
N=C1N2COC3(O)C(=O)C2COC13ON, 0, 1000
COC1(O)C(=O)C2COC1(ON)C(=N)N2, 956, 44
COC1(OC)C(=O)C2COC1(ON)C(=N)N2, 930, 70
C=NOC12OCC(NC1=N)C(=O)C2(OC)OC, 939, 61
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=C(O)CN1CC(=O)OC1C(=O)O, 999, 1
O=C(O)CN1CC(O)OC1C(=O)O, 1000, 0
O=C1CN2CC(O)OC2(C(=O)O)O1, 987, 13
NC1(O)CN2CC(=O)OC2(C(=O)O)O1, 990, 10
CN1CC(=O)OC1(OC(N)O)C(=O)O, 1000, 0
CN1CC(=O)OC12OC(O)NOC2=O, 985, 15
O=C1CN2COC3NOC(=O)C2(O1)O3, 733, 267
CC12NOC(=O)C3(OC(=O)CN3CO1)O2, 742, 258
CC1OC2(C)NOC(=O)C3(OC(=O)CN13)O2, 798, 202
CC12NOC(=O)C3(OC(=O)CN3C(CN)O1)O2, 812, 188
CC12NOC(=O)C3(OC(=O)CN3C(C(N)=O)O1)O2, 788, 212
CN1OC(=O)C23OC(=O)CN2C(C(N)=O)OC1(C)O3, 786, 214
CN1OC(=O)C23OC(=O)C(O)N2C(C(N)=O)OC1(C)O3, 779, 221
CN1OC(=O)C23OC(=O)C(O)N2C(C(N)=O)OC1(CN)O3, 775, 225
CN1OC(=O)C23OC(=O)C(O)N2C(N)(C(N)=O)OC1(CN)O3, 818, 182
CN1OC(=O)C23OC(=O)C(ON)N2C(N)(C(N)=O)OC1(CN)O3, 802, 198
CN1OC(=O)C23OC(=O)C(ON)N2C(N)(C(N)=O)OC1(C(N)=O)O3, 821, 179
CN(OC=O)C1(C(N)=O)OC2OC(=O)C(ON)N2C(N)(C(N)=O)O1, 995, 5
CC(=O)ON(C)C1(C(N)=O)OC2OC(=O)C(ON)N2C(N)(C(N)=O)O1, 996, 4
CC(=O)ON(C)C1(C(N)=O)OC2OC(=O)C(ONO)N2C(N)(C(N)=O)O1, 998, 2
CC(=O)ON(C)C1OC2OC(=O)C(ONO)N2C(N)(C(N)=O)O1, 998, 2
CC(=O)ON(C)C1OC2OC(=O)C(ON(O)O)N2C(N)(C(N)=O)O1, 995, 5
CC(=O)ON(C)C1OC2OC(=O)C(ON(O)ON)N2C(N)(C(N)=O)O1, 994, 6
CN(OC(=O)C#N)C1OC2OC(=O)C(ON(O)ON)N2C(N)(C(N)=O)O1, 995, 5
CN(OC(=O)C#N)C1OC2OC(=O)C(ON(O)ON)N2C(N)(C(N)O)O1, 996, 4
CN(OC(=O)C#N)C1OC2OC(=O)C(ON(O)ON)N2C(N)(C(N)O)O1, 996, 4
C=NC(O)C1(N)OC(N(C)OC(=O)C#N)OC2OC(=O)C(ON(O)ON)N21, 998, 2
CN(OC(=O)C#N)C1OC(N)N2C(OC(=O)C2ON(O)ON)O1, 995, 5
CN(OC(=O)C#N)C1OCN2C(OC(=O)C2ON(O)ON)O1, 997, 3
CN(OC(=O)C#N)C1OC(=N)N2C(OC(=O)C2ON(O)ON)O1, 998, 2
N#CC(=O)ON(C=N)C1OC(=N)N2C(OC(=O)C2ON(O)ON)O1, 995, 5
N#CC(=O)ON(C=N)C1OC(=N)N(CON(O)ON)C(OC=O)O1, 1000, 0
CC(=O)OC1OC(N(C=N)OC(=O)C#N)OC(=N)N1CON(O)ON, 1000, 0
CC(=O)OC1OC(N(C=N)OC(=O)CN)OC(=N)N1CON(O)ON, 999, 1
CC(=O)OC1OC(N(C=N)OC(=O)CN)OC(=N)N1CO, 1000, 0
CC(=O)OC1OC(N(C=N)OC=O)OC(=N)N1CO, 1000, 0
C#CC(=O)OC1OC(N(C=N)OC=O)OC(=N)N1CO, 996, 4
C#CC(=O)OC1(C)OC(N(C=N)OC=O)OC(=N)N1CO, 999, 1
C#CC(=O)OC1(C)OC(N(OC=O)C(C)=N)OC(=N)N1CO, 994, 6
CC#CC(=O)OC1(C)OC(N(OC=O)C(C)=N)OC(=N)N1CO, 993, 7
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CN(CC(=O)O)C1OC1=O, 997, 3
COC(=O)CN(CC(=O)O)C1OC1=O, 999, 1
C=COC(=O)CN(CC(=O)O)C1OC1=O, 986, 14
C=COC(=O)CN(C(N)C(=O)O)C1OC1=O, 990, 10
C=COC(=O)CN(C(N)C(=O)O)C1(C)OC1=O, 988, 12
C=COC(=O)CN(C(N)C(=O)O)C1OC1=O, 988, 12
C=COC(O)CN(C(N)C(=O)O)C1OC1=O, 995, 5
C=COC(O)CN(C(N)C=O)C1OC1=O, 994, 6
C=COC(O)CN(C(C=O)NC)C1OC1=O, 963, 37
C=COCCN(C(C=O)NC)C1OC1=O, 966, 34
C=COC(C)CN(C(C=O)NC)C1OC1=O, 969, 31
C=COC(C)CN(C(NC)C(=O)O)C1OC1=O, 968, 32
C=COC(C)(N)CN(C(NC)C(=O)O)C1OC1=O, 976, 24
C=C(O)OC(C)(N)CN(C(NC)C(=O)O)C1OC1=O, 966, 34
CNC(C(=O)O)N(CC1(C)NC=C(O)O1)C1OC1=O, 976, 24
CN(C)C(C(=O)O)N(CC1(C)NC=C(O)O1)C1OC1=O, 995, 5
CN(C)C(C(=O)O)N(CC1(CO)NC=C(O)O1)C1OC1=O, 992, 8
C=C(O)C1(CN(C2OC2=O)C(C(=O)O)N(C)C)NC=C(O)O1, 990, 10
C=C(O)C12CN(C3OC3=O)C(C(=O)O)(N(C)C)N1C=C(O)O2, 962, 38
C=C(O)C12CN(C3OC3=O)C(C(=O)O)(N(C)CO)N1C=C(O)O2, 970, 30
C=C(O)C12CN(C3OC3=O)C(C(=O)O)(N(CN)CO)N1C=C(O)O2, 957, 43
C=C(O)C1(CNC2OC2=O)OC(O)=CN1C(C(=O)O)N(CN)CO, 996, 4
NCN(CO)C(C(=O)O)N1C=C(O)OC12CNC1(C=C2O)OC1=O, 996, 4
NCNC(C(=O)O)N1C=C(O)OC12CNC1(C=C2O)OC1=O, 969, 31
NCNC(C(=O)O)N1C=C(O)OC12CNC(O)(C=O)C=C2O, 971, 29
O=CC1(O)C=C(O)C2(CN1)OC(O)=CN2C(NCNO)C(=O)O, 974, 26
O=CC1(O)C=C(O)C(N(C=C(O)O)C(NCNO)C(=O)O)CN1, 969, 31
CN1CC(N(C=C(O)O)C(NCNO)C(=O)O)C(O)=CC1(O)C=O, 965, 35
CN1CC(N(C=C(O)O)CNCNO)C(O)=CC1(O)C=O, 990, 10
CN1CC2(OC(O)=CN2CNCNO)C(O)=CC1(O)C=O, 989, 11
O=CC1(O)C=C(O)C23CN1CC(=C(O)O2)N3CNCNO, 370, 630
O=CC1(O)C=C(O)C23OC4=C(CN1C2O4)N3CNCNO, 17, 983
O=CC1(O)C=C(O)C23OC4=C(CN1C2O4)N3CN(O)CNO, 17, 983
C=C(N(O)CNO)N1C2=C3OC4N(C2)C(O)(C=O)C=C(O)C41O3, 10, 990
C=C=C(N(O)CNO)N1C2=C3OC4N(C2)C(O)(C=O)C=C(O)C41O3, 23, 977
C=C=C1N(O)C(NO)C2C3=C4OC5N2C(O)(C=O)C=C(O)C5(O4)N13, 0, 1000
C=C=C1N(O)C(NO)C2C3=C4OC5N2C(O)(C=O)C(O)=C(O)C5(O4)N13, 0, 1000
C=CC1N(O)C(NO)C2C3=C4OC5N2C(O)(C=O)C(O)=C(O)C5(O4)N31, 0, 1000
C=CC1NC23OC4=CC(C(NO)N1O)N(C2O4)C(O)(C=O)C(O)=C3O, 1, 999
C=C(O)C1NC23OC4=CC(C(NO)N1O)N(C2O4)C(O)(C=O)C(O)=C3O, 2, 998
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
O=C(O)CN(CC(=O)O)CC(O)O, 999, 1
O=C(O)CN(CC(O)O)C1OC1=O, 999, 1
O=C(O)CNC1OC1=O, 967, 33
O=C(O)CNC1(O)OC1=O, 986, 14
O=C(O)CNC1(O)CO1, 925, 75
OC(O)CNC1(O)CO1, 1000, 0
OC(O)=CNC1(O)CO1, 1000, 0
O=C1OC1(O)NC=C(O)O, 1000, 0
O=CC(O)(O)NC=C(O)O, 999, 1
O=C1OC(O)=CNC1(O)O, 999, 1
O=C(O)C(O)(O)NC=CO, 1000, 0
CNC(O)(O)C(=O)O, 999, 1
O=C(O)C(O)O, 1000, 0
NOC(O)C(=O)O, 1000, 0
COC(ON)C(=O)O, 1000, 0
COC(ON)C(O)O, 1000, 0
CCOC(ON)C(O)O, 999, 1
CC(N)OC(ON)C(O)O, 1000, 0
CNC(C)OC(ON)C(O)O, 1000, 0
CNC(C)OCON, 1000, 0
CNC1(C)NOCO1, 1000, 0
CN(O)C1(C)NOCO1, 1000, 0
CN(ON)C1(C)NOCO1, 1000, 0
CN1ON=C2ONC1(C)O2, 918, 82
CCC12NOC(=NON1C)O2, 933, 67
CCC1(NO)OC=NON1C, 1000, 0
C=CCC1(NO)OC=NON1C, 1000, 0
C=CCC(NO)(OC)N(C)ON, 991, 9
C#CCC(NO)(OC)N(C)ON, 1000, 0
C#CCC(NO)N(C)ON, 1000, 0
C#CC(=O)C(NO)N(C)ON, 799, 201
C#CC(=O)C(C)(NO)N(C)ON, 797, 203
CN(ON)C1(C)NOC#CC1=O, 930, 70
CN(ON)C(C)(N)C(=O)C#CO, 951, 49
CN(ON)C(N)(CO)C(=O)C#CO, 953, 47
CN(O)C(N)(CO)C(=O)C#CO, 939, 61
NC(CO)(NO)C(=O)C#CO, 843, 157
CN(O)C(N)(CO)C(=O)C#CO, 944, 56
C#CC(=O)C(N)(CO)N(C)O, 935, 65
C#CC(=O)C(N)(CO)N(C)ON, 933, 67
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=C(O)CNCC(=O)O, 937, 63
O=C(O)CNC(O)C(=O)O, 967, 33
O=C(O)CNC1(O)OC1=O, 969, 31
O=C1OC1(O)NCCO, 999, 1
O=C1OC1NCCO, 1000, 0
N=C(O)CNC1OC1=O, 995, 5
N=C(O)C1NC12OC2=O, 1000, 0
O=C1OC12CN2, 999, 1
C=C1NC12OC2=O, 1000, 0
C=C1NC12OC2O, 1000, 0
C=C1N(C)C12OC2O, 999, 1
CN1C(=CN)C12OC2O, 1000, 0
CN1C(=CN)C12OC2(N)O, 1000, 0
CC(N)=C1N(C)C12OC2(N)O, 1000, 0
