smiles,success,failed
CC1NC(O)C(N)(N)O1, 1000, 0
CNC1(N)OC(C)NC1O, 1000, 0
CNC1(N)CNC(C)O1, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 1000, 0
O=C(O)CN(CCO)CC(=O)O, 1000, 0
O=C(O)CNCCO, 980, 20
O=C(O)C1=C(CO)N1, 1000, 0
NC(O)C1=C(C(=O)O)N1, 998, 2
N=C(O)C1=C(C(=O)O)N1, 999, 1
N=C(O)C1=C(C(O)O)N1, 1000, 0
N=C(O)C1=C2N1C2(O)O, 1000, 0
N=C(ON)C1=C2N1C2(O)O, 1000, 0
OC1(O)C2=CN21, 1000, 0
NOC1(O)C2=CN21, 1000, 0
OC1C2=CN21, 1000, 0
OCN1C=C1, 999, 1
OCN1C=C1, 999, 1
O=CN1C=C1, 1000, 0
NC1=CN1C=O, 1000, 0
NC1CN1C=O, 999, 1
NC1C(O)N1C=O, 997, 3
NC12OC1N2C=O, 998, 2
CC12OC1(N)N2C=O, 1000, 0
CC1(O)C(N)N1C=O, 999, 1
CC1(O)C(N)N1C(N)=O, 999, 1
CC12ONC(=O)N1C2N, 1000, 0
NCC12ONC(=O)N1C2N, 1000, 0
NCC12ON(O)C(=O)N1C2N, 1000, 0
CC12ON(O)C(=O)N1C2N, 999, 1
CC1(CN)NC(=O)N(O)O1, 998, 2
CC1(C(=N)N)NC(=O)N(O)O1, 999, 1
CC(NC(=O)N(O)O)C(=N)N, 1000, 0
CC1(C(=N)N)NC(=O)N(O)O1, 996, 4
C=CC1(C(=N)N)NC(=O)N(O)O1, 999, 1
C=CC1(C(=N)N)ON(O)C(=O)N1C, 997, 3
C=CC1(C=N)ON(O)C(=O)N1C, 1000, 0
C=C(O)C1(C=N)ON(O)C(=O)N1C, 992, 8
C#CN1C(=O)N(O)OC1(C=N)C(=C)O, 972, 28
C#CN1C(=O)N(O)OC1(C#N)C(=C)O, 934, 66
C#CN1C(=O)N(O)OC1(C#N)C(O)=C=N, 955, 45
C#CN1C(=O)N(O)OC1(C#N)C(=C)O, 921, 79
C#CN1CN(O)OC1(C#N)C(=C)O, 881, 119
C=C(O)C1(C#N)ON(O)CN1C#CO, 854, 146
C=CC1(C#N)ON(O)CN1C#CO, 859, 141
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
O=CCN(CC(=O)O)CC(=O)O, 997, 3
C=C(C(=O)O)N(CC=O)CC(=O)O, 993, 7
C=C(C(=O)O)N(CC=O)C(C)C(=O)O, 999, 1
C=C(C(=O)O)N(CC=O)C(C)(O)C(=O)O, 998, 2
CC(O)(NCC=O)C(=O)O, 968, 32
CNC(C)(O)C(=O)O, 1000, 0
CN(C)C(C)(O)C(=O)O, 999, 1
CN(CN)C(C)(O)C(=O)O, 1000, 0
CN(CN)C(O)(CO)C(=O)O, 1000, 0
N#CN(CN)C(O)(CO)C(=O)O, 997, 3
N#CN1CN=C(O)C1(O)C(=O)O, 993, 7
N#CN1CN=C(O)C1(O)CO, 993, 7
N#CN1CN=C(ON)C1(O)CO, 991, 9
N#CN1CN=C(ON)C1(O)C(=O)O, 995, 5
NCN1CN=C(ON)C1(O)C(=O)O, 1000, 0
C=C1N=C(ON)C(O)(C(=O)O)N1CN, 999, 1
C=C1N=C(ON)C(O)(C(=O)O)N1C, 1000, 0
C=C1N=C(ON)C(O)(C(=O)O)N1C=O, 999, 1
C=C1N=C(ON)C(O)(C(=O)O)N1C(N)=O, 996, 4
C=C1N=C(ON)C(O)(C(=O)O)N1, 1000, 0
CC=C1N=C(ON)C(O)(C(=O)O)N1, 999, 1
N#CC=C1N=C(ON)C(O)(C(=O)O)N1, 978, 22
NOC1=NCNC1(O)C(=O)O, 1000, 0
O=C(O)C1(O)NCN=C1O, 999, 1
O=C(O)C1(O)NC(O)N=C1O, 1000, 0
O=C(O)C1(O)C=NC(O)N1, 1000, 0
O=C(O)C1C=NC(O)N1, 980, 20
OCC1C=NC(O)N1, 1000, 0
OC=C1C=NC(O)N1, 1000, 0
OC=C1C=NC(O)(O)N1, 1000, 0
OC1=C2C=NC(O)(N2)O1, 2, 998
OCOC1(O)N=CCN1, 1000, 0
O=COC1(O)N=CCN1, 999, 1
O=C1OC2(O)N=CC1N2, 947, 53
O=C1OC2(O)NCC1N2, 907, 93
O=C1OC23NCC1N2O3, 943, 57
O=CC1CNC2(O)ON12, 1000, 0
NC1NC2(O)ON2C1C=O, 1000, 0
NOC12NC(N)C(C=O)N1O2, 999, 1
NOC12NCC(C=O)N1O2, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 995, 5
O=C(O)CN(CCO)CC(=O)O, 997, 3
O=C(O)CN(CCO)C(=O)C(=O)O, 1000, 0
CN(CCO)C(=O)C(=O)O, 1000, 0
O=CN(CCO)C(=O)C(=O)O, 999, 1
O=CN(C(=O)C(=O)O)C(O)CO, 1000, 0
CC(O)N(C=O)C(=O)C(=O)O, 1000, 0
CC(ON)N(C=O)C(=O)C(=O)O, 1000, 0
CC(ON)N(C(N)=O)C(=O)C(=O)O, 1000, 0
C=NOC(C)N(C(N)=O)C(=O)C(=O)O, 999, 1
C#CC(ON=C)N(C(N)=O)C(=O)C(=O)O, 975, 25
C#CC(ON=CC)N(C(N)=O)C(=O)C(=O)O, 975, 25
C#CC(ON=C(C)C)N(C(N)=O)C(=O)C(=O)O, 963, 37
C#CC(ON=C(C)C=O)N(C(N)=O)C(=O)C(=O)O, 965, 35
CC(C=O)=NOC(C)N(C(N)=O)C(=O)C(=O)O, 1000, 0
CNC(=O)N(C(=O)C(=O)O)C(C)ON=C(C)C=O, 1000, 0
CNC(=O)N(C(=O)C(=O)O)C(CO)ON=C(C)C=O, 1000, 0
CNC(=O)N(C(=O)C(=O)O)C(ON=C(C)C=O)C(=N)O, 999, 1
CC(C=O)=NOC(C(=N)O)n1c(=O)c(=O)on(C)c1=O, 1000, 0
CC(CO)=NOC(C(=N)O)n1c(=O)c(=O)on(C)c1=O, 999, 1
C=Cn1oc(=O)c(=O)n(C(ON=C(C)CO)C(=N)O)c1=O, 1000, 0
C=Cn1oc(=O)c(=O)[nH]c1=O, 1000, 0
C=C=Cn1oc(=O)c(=O)[nH]c1=O, 999, 1
O=c1[nH]c(=O)n(C2=C=C2)oc1=O, 1000, 0
O=c1[nH]oc(=O)c(=O)[nH]1, 1000, 0
O=C1NC(O)NOC1=O, 1000, 0
CC1(O)NOC(=O)C(=O)N1, 999, 1
C#CC1(O)NOC(=O)C(=O)N1, 994, 6
O=C1NC(O)NOC1=O, 1000, 0
NC(O)NOC(=O)C=O, 1000, 0
O=CC(=O)ONCO, 997, 3
O=C(CO)ONCO, 992, 8
N=C(O)C(=O)ONCO, 999, 1
COCNOC(=O)C(=N)O, 995, 5
COC(=N)NOC(=O)C(=N)O, 1000, 0
COC(=N)n1oc(=N)c(=O)o1, 1000, 0
N=C(O)n1oc(=N)c(=O)o1, 1000, 0
N=Cn1oc(=N)c(=O)o1, 1000, 0
N=C(O)n1oc(=N)c(=O)o1, 1000, 0
N=C(O)N1OC(=O)C(N)O1, 1000, 0
COC(=N)N1OC(=O)C(N)O1, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
O=C(O)CN1C(C(=O)O)=C1C(=O)O, 988, 12
O=C(O)CN1C(C(=O)O)=C1C(O)O, 995, 5
NOC(=O)C1=C(C(O)O)N1CC(=O)O, 989, 11
NOC(=O)C1=C2C(O)OC(C(=O)O)N12, 1000, 0
CNOC(=O)C1=C2C(O)OC(C(=O)O)N12, 1000, 0
CNOC(=O)C1=C2N1C1OC2(O)OC1=O, 995, 5
O=C(ONCO)C1=C2N1C1OC2(O)OC1=O, 992, 8
O=CNOC(=O)C1=C2N1C1OC2(O)OC1=O, 995, 5
O=CNOC(=O)C=C1NC2OC1(O)OC2=O, 978, 22
O=CNOC(=O)C=C1N(O)C2OC1(O)OC2=O, 965, 35
CC(=O)NOC(=O)C=C1N(O)C2OC1(O)OC2=O, 976, 24
CC(=O)NOC(=O)C=CN(O)C1OC(O)OC1=O, 997, 3
CC(=O)NOC(=O)C=CN(O)C1OC(C)(O)OC1=O, 998, 2
CC(=O)NOC(=O)C=CN(O)C1OC(O)(C=N)OC1=O, 992, 8
CCC(=O)NOC(=O)C=CN(O)C1OC(O)(C=N)OC1=O, 996, 4
CCC(=O)NOC(=O)C=CN(O)C1OC(C=N)(ON)OC1=O, 994, 6
CCC(=O)NOC(=O)C#CN(O)C1OC(C=N)(ON)OC1=O, 864, 136
CC1C(=O)N1OC(=O)C#CN(O)C1OC(C=N)(ON)OC1=O, 792, 208
CC1(N)C(=O)N1OC(=O)C#CN(O)C1OC(C=N)(ON)OC1=O, 783, 217
CC1(N)C(=O)N1OC(=O)C#CN(O)C12N=CC(ON)(OC1=O)O2, 750, 250
CNOC12C=NC(N(O)C#CC(=O)ON3C(=O)C3(C)N)(O1)C(=O)O2, 779, 221
CN(C)OC12C=NC(N(O)C#CC(=O)ON3C(=O)C3(C)N)(O1)C(=O)O2, 766, 234
CN(C)OC12C=NC(N(O)C#CC(=O)ON3C(O)C3(C)N)(O1)C(=O)O2, 961, 39
CC1(N)C(O)N1OC(=O)C#CN(O)C12N=CC(O)(OC1=O)O2, 969, 31
NC1(C=O)C(O)N1OC(=O)C#CN(O)C12N=CC(O)(OC1=O)O2, 849, 151
O=CC12NC1(O)N2OC(=O)C#CN(O)C12N=CC(O)(OC1=O)O2, 804, 196
O=CC12NC1(O)N2OC(=O)C#CNO, 805, 195
NC(=O)C12NC1(O)N2OC(=O)C#CNO, 819, 181
NCC12NC1(O)N2OC(=O)C#CNO, 986, 14
NC1N2C3(O)N(OC(=O)C#CNO)C123, 976, 24
NC1C2N1C2(O)NOC(=O)C#CNO, 986, 14
O=C(C#CNO)ONC1(O)C2C(NO)N21, 981, 19
ONC#CCONC1(O)C2C(NO)N21, 666, 334
ONC#CCONC(O)N1CC1NO, 641, 359
ONC#CCONC(O)N1CC1NO, 681, 319
O=NC1CN1C(O)NOCC#CNO, 635, 365
CCONC(O)N1CC1N=O, 1000, 0
C=C(C)ONC(O)N1CC1N=O, 1000, 0
C=C(C)ONC(O)N1CC1, 1000, 0
OC(NOC1=CC1)N1CC1, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CN1CC(=O)OC1C(=O)O, 999, 1
O=C(O)CN1CCOC1C(=O)O, 999, 1
O=C(O)C(O)N1CCOC1C(=O)O, 1000, 0
O=C(O)CN1CCOC1C(=O)O, 1000, 0
O=C(O)CN1CC(=O)OC1C(=O)O, 1000, 0
COC(=O)CN1CC(=O)OC1C(=O)O, 999, 1
COC(=O)CNC(OC(C)=O)C(=O)O, 976, 24
CNC(OC(C)=O)C(=O)O, 987, 13
CN=C(OC(C)=O)C(=O)O, 999, 1
CN=C(OC(=O)CO)C(=O)O, 1000, 0
CN=C(CO)OC(=O)CO, 1000, 0
CN=C1COC(O)C(=O)O1, 999, 1
O=CN=C1COC(O)C(=O)O1, 998, 2
N=C1OC(O)C(=O)OC1=NC=O, 1000, 0
CC1(O)OC(=N)C(=NC=O)OC1=O, 999, 1
CC1(O)OC2=NC(=O)N=C2OC1=O, 1000, 0
CC1(O)COC2=NC(=O)N=C2O1, 1000, 0
O=C1N=C2OC3CC3(O)OC2=N1, 1000, 0
CC1(O)COC2=NC(=O)N=C2O1, 1000, 0
O=C1N=C2OC3CC3(O)OC2=N1, 1000, 0
O=C1N=CC(OC2CC2(O)O)=N1, 999, 1
N=CC(=NC=O)OC1CC1(O)O, 1000, 0
N=C(N)C(=NC=O)OC1CC1(O)O, 1000, 0
N=C1NC2C(OC1=NC=O)C2(O)O, 995, 5
N=C1NC2C(O)(O)C2(O)OC1=NC=O, 995, 5
N=C(NC1C(O)C1(O)O)C(O)=NC=O, 1000, 0
N=C(NC1C(O)(O)C1(O)O)C(O)=NC=O, 1000, 0
N=C(N=C1C(O)(O)C1(O)O)C(O)=NC=O, 1000, 0
N=C(N=C1C(O)C1(O)O)C(O)=NC=O, 999, 1
N=CN=C1C(O)C1(O)O, 999, 1
N=CN=CC(O)(O)CO, 1000, 0
N=C(N)N=CC(O)(O)CO, 1000, 0
N=C(N)N=C(N)C(O)(O)CO, 1000, 0
N=C(N=C(N)C(O)(O)CO)NO, 1000, 0
CNC(=NC(=N)NO)C(O)(O)CO, 1000, 0
CNC(=NC(=N)NO)C(O)(O)C=O, 1000, 0
C#CNC(=NC(=N)NO)C(O)(O)C=O, 977, 23
C#CNC(=N)C(O)(O)C=O, 979, 21
CCNC(=N)C(O)(O)C=O, 1000, 0
CC(=N)NC(=N)C(O)(O)C=O, 1000, 0
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
C=C(C(=O)O)N(CC(=O)O)CC(=O)O, 993, 7
C=C(C(=O)O)N(CC(=O)O)CC(=O)ON, 996, 4
C=C(C(=O)O)N(CCO)CC(=O)ON, 997, 3
C=C(C(=O)O)N1CC(=O)ONC1CO, 1000, 0
O=C1CN2C(C(=O)O)=C=C(O)C2NO1, 992, 8
O=C1CN2C(C(=O)O)=C=CC2NO1, 990, 10
CC12C=C=C(C(=O)O)N1CC(=O)ON2, 988, 12
CC12C=C=CN1CC(=O)ON2, 994, 6
NCC12C=C=CN1CC(=O)ON2, 991, 9
N=C(N)C12C=C=CN1CC(=O)ON2, 983, 17
C=C=CC1(C(=N)N)NCC(=O)ON1, 999, 1
C=C=C=CC1(C(=N)N)NCC(=O)ON1, 1000, 0
C=C=CC1(C(=N)N)NCC(=O)ON1, 1000, 0
C=C=C(N)C1(C(=N)N)NCC(=O)ON1, 1000, 0
N=C(N)C1(CN)NCC(=O)ON1, 999, 1
N=C(N=O)C1(CN)NCC(=O)ON1, 1000, 0
NCC1(C(N=O)=NO)NCC(=O)ON1, 1000, 0
NCC(=O)ONC(CN)C(N=O)=NO, 1000, 0
CC(N)C(NOC(=O)CN)C(N=O)=NO, 1000, 0
NCC(=O)ONC(C(N=O)=NO)C1C=N1, 1000, 0
CC(N)C(NOC(=O)CN)C(N=O)=NO, 1000, 0
CC(N)C(C(N=O)=NO)N(O)OC(=O)CN, 1000, 0
CNCC(=O)ON(O)C(C(N=O)=NO)C(C)N, 993, 7
CNCC(=O)ON(O)C(O)(C(N=O)=NO)C(C)N, 995, 5
CC(N)C(O)(C(N=O)=NO)N(O)OC(=O)C1CN1, 1000, 0
CC1NC1C(=O)ON(O)C(O)(C(N=O)=NO)C(C)N, 1000, 0
CC1NC12OC(C(N=O)=NO)(C(C)N)N(O)OC2=O, 999, 1
CC(N)C1(C(N=O)=NO)OC2(NC2(C)C)C(=O)ON1O, 1000, 0
CC(N)C1(C(N)=NO)OC2(NC2(C)C)C(=O)ON1O, 1000, 0
CCC1(C)NC12OC(C(N)=NO)(C(C)N)N(O)OC2=O, 1000, 0
CCC1(C)NC12OC1(C(N)=NO)C(C)NON1OC2=O, 991, 9
CCC1(C)NC12OC1(C(N)=NO)C(C)NON1OC2O, 986, 14
CC1NON2OC3OC(C)C4(C)NC34OC12C(N)=NO, 982, 18
C#CC1OC2ON3ONC(C)C3(C(N)=NO)OC23NC13C, 977, 23
CCC1OC2ON3ONC(C)C3(C(N)=NO)OC23NC13C, 986, 14
CC1NON2OC3OC(CC#N)C4(C)NC34OC12C(N)=NO, 988, 12
CC12NC13OC14C(=NO)N=CC1NON4OC3OC2CC#N, 660, 340
CC12NC13OC1C(C=NC=NO)NON1OC3OC2CC#N, 987, 13
CC12NC13OC1C(C=NCNO)NON1OC3OC2CC#N, 783, 217
CC1(N)C(CC#N)OC2ON3ONC(C=NCNO)C3OC21, 784, 216
O=C(O)CN(CC(=O)O)CC(=O)O, 998, 2
O=C(O)CN1CC(=O)OC1C(=O)O, 999, 1
O=C(O)CN1CC(=O)OC1CO, 1000, 0
O=C(O)CNCC(=O)OCCO, 981, 19
O=C(CNC(O)C(=O)O)OCCO, 989, 11
O=C(CNC(O)C(=O)O)OC#CO, 638, 362
C=C(NC(O)C(=O)O)C(=O)OC#CO, 924, 76
C=C(NC(O)CO)C(=O)OC#CO, 895, 105
O=C(OC#CO)C1=C=C(O)C(O)N1, 960, 40
O=C(OCCO)C1=C=C(O)C(O)N1, 999, 1
O=C(O)C1=C=C(O)C(O)N1, 999, 1
C=C(O)C(O)NCC(=O)O, 960, 40
C=C(O)C(O)N(C)CC(=O)O, 996, 4
CN(CC(=O)O)C1(O)C=C1O, 996, 4
O=C(O)CN1COC2=CC21O, 999, 1
C=C1OC2=CC2(O)N1CC(=O)O, 996, 4
C=C1OC2=CC2(ON)N1CC(=O)O, 989, 11
NOC12c3cc(oc31)N2CC(=O)O, 59, 941
NOC1(NCC(=O)O)c2ccoc21, 970, 30
NOC12NC(C(=O)O)c3coc1c32, 873, 127
CNOC12NC(C(=O)O)c3coc1c32, 870, 130
CNOC1(NCC(=O)O)c2ccoc21, 967, 33
CNOC12c3cc(oc31)N2CC(=O)O, 53, 947
O=C(O)CN1c2oc3c4c2CNOC341, 865, 135
N=C(C(=O)O)N1c2oc3c4c2CNOC341, 999, 1
N=C(C=O)N1c2oc3c4c2CNOC341, 1000, 0
N=C(C=O)N1c2oc3c(c2CNO)C31, 2, 998
N=C(C=O)N1c2oc3c(c2CNO)C31N, 6, 994
N=C(C=O)N1c2oc3c(c2C(N)NO)C31N, 2, 998
N=C(C=O)N1c2oc3c(c2C(N)(O)NO)C31N, 4, 996
N=C(C=O)N1c2oc3c(c2C(O)NO)C31N, 3, 997
N=C(C=O)N1c2oc3c(c2C(NO)ON)C31N, 4, 996
CN(O)C(ON)c1c2oc3c1C3(N)N2C(=N)C=O, 1, 999
N=C(C=O)N1c2oc3c(c2C(ON)N(O)CO)C31N, 5, 995
N=C(C=O)N1c2oc3c(c2C(ON=O)N(O)CO)C31N, 2, 998
N=C(C=O)NC1(N)c2occ(C(ON=O)N(O)CO)c21, 1000, 0
NC1(NCC=O)c2occ(C(ON=O)N(O)CO)c21, 975, 25
CC(=O)CNC1(N)c2occ(C(ON=O)N(O)CO)c21, 961, 39
CC(=O)C(=O)NC1(N)c2occ(C(ON=O)N(O)CO)c21, 997, 3
CC(=O)C(=O)NC1(N)c2occ(C(ON=O)N(O)C(=N)O)c21, 995, 5
CC(=O)C(=O)NC12Nc3oc1c2c3C(ON=O)N(O)C(=N)O, 979, 21
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CN(CC(=O)O)C(=O)C(=O)O, 1000, 0
O=C(O)CN(C(=O)C(=O)O)C1OC1=O, 1000, 0
O=CCN(C(=O)C(=O)O)C1OC1=O, 1000, 0
COC(=O)C(=O)N(CC=O)C1OC1=O, 999, 1
COC(=O)C(=O)N(C=C=O)C1OC1=O, 999, 1
O=C=CN(C(=O)C(=O)OCO)C1OC1=O, 999, 1
NOCOC(=O)C(=O)N(C=C=O)C1OC1=O, 999, 1
NOCOC(=O)CN(C=C=O)C1OC1=O, 997, 3
C=C(C(=O)OCON)N(C=C=O)C1OC1=O, 1000, 0
C=C(C(O)OCON)N(C=C=O)C1OC1=O, 998, 2
C=C(N(C=C=O)C1OC1=O)C(C)(O)OCON, 1000, 0
C=C(N(C=C=O)C1OC1=O)C(C)(O)OC(N)ON, 999, 1
C=C(N(C=C=O)C1OC1=O)C(C)(O)OC(N)ONO, 1000, 0
C=C(N(C=C=O)C1(O)OC1=O)C(C)(O)OC(N)ONO, 998, 2
C=C(N(C=C=O)C1(O)OC1=O)C(O)(C=N)OC(N)ONO, 1000, 0
NC(ONO)OC1(O)C=NC=C1N(C=C=O)C1(O)OC1=O, 1000, 0
NC1(OC2(O)C=NC=C2N(C=C=O)C2(O)OC2=O)ON1O, 999, 1
O=C=CN(C1=C2N=CC1(O)OC1(N2)ON1O)C1(O)OC1=O, 2, 998
CN(C1=C2N=CC1(O)OC1(N2)ON1O)C1(O)OC1=O, 1, 999
CN(C1=C2N=CC1(O)OC1(N2)ON1O)C1OC1=O, 1, 999
CN(C1=C2N=CC1(O)OC1(N2)ON1O)C(O)C=O, 3, 997
CN(C1=C2N=CC1(O)OC1(N2)ON1O)C(C=O)ON, 1, 999
CN(C1=C(NC2ON2O)N=CC1(O)O)C(C=O)ON, 1000, 0
CNOC(C=O)N(C)C1=C(NC2ON2O)N=CC1(O)O, 1000, 0
CNOC(C=O)N(C)C1=C(NC2ON2O)N=CC1(O)O, 1000, 0
CN1CN(C2=C(NC3ON3O)N=CC2(O)O)C(C=O)O1, 1000, 0
C=NC(NC1ON1O)=C(C(O)O)N1CN(C)OC1C=O, 999, 1
C=NC(NC1ON1O)=C(N1CN(C)OC1C=O)C(O)(O)O, 1000, 0
C=NC(NC1ON1O)=C(N1CN(C)OC1C(=O)O)C(O)(O)O, 1000, 0
C=NC(NC1ON1O)=C(N1C(C(=O)O)ON2CC21)C(O)(O)O, 1000, 0
C=NC1=C(N2C(C(=O)O)ON3CC32)C(O)(O)OC2(N1)ON2O, 999, 1
C=NC1=C(N2C(C(=O)OC)ON3CC32)C(O)(O)OC2(N1)ON2O, 998, 2
C=NC1=C(N2C(C(=O)OC)ON3CC32N)C(O)(O)OC2(N1)ON2O, 1000, 0
C=NC1=C(N2C(C(=O)OC)ON3C(=C)C32N)C(O)(O)OC2(N1)ON2O, 999, 1
C=NC1=C(N2C(C=O)ON3C(=C)C32N)C(O)(O)OC2(N1)ON2O, 999, 1
C=NC1=C(N2C(C=O)ON3CC32N)C(O)(O)OC2(N1)ON2O, 1000, 0
C=NC1=C(N2C(C=O)ON3C(=O)C32N)C(O)(O)OC2(N1)ON2O, 999, 1
C=NC1=C(N2C(C=O)ON3C(=O)C32N)C(O)(O)OC2(N1)ON2ON, 999, 1
C=NC1=C(NC(C=O)ON2C(=O)C2N)C(O)(O)OC2(N1)ON2ON, 958, 42
C=NC1=C(NC(C=O)ON2C(=O)C2NC)C(O)(O)OC2(N1)ON2ON, 965, 35
O=C(O)CN(CC(=O)O)CC(=O)O, 999, 1
O=C(O)CN(CC(=O)O)C(O)C(=O)O, 997, 3
NOC(=O)CN(CC(=O)O)C(O)C(=O)O, 996, 4
COC(=O)CN(CC(=O)ON)C(O)C(=O)O, 999, 1
COC(=O)C(O)N(CC(=O)ON)C(O)C(=O)O, 1000, 0
COC(=O)C(O)N(CC(=O)ON)C(=O)C(=O)O, 1000, 0
COC(=O)C(O)N1C(=O)C(=O)OC1C(=O)ON, 998, 2
COC(=O)C(O)N1C(O)C(=O)OC1C(=O)ON, 999, 1
COC(=O)C(C)(O)N1C(O)C(=O)OC1C(=O)ON, 998, 2
COC(=O)C(O)(C#N)N1C(O)C(=O)OC1C(=O)ON, 959, 41
COC(=O)C(O)(C#N)N1C(O)C(=O)OC1C(=O)ON=O, 963, 37
N#CC(O)(C(=O)OCO)N1C(O)C(=O)OC1C(=O)ON=O, 975, 25
N#CC(O)(C(=O)OCO)N1C(C(=O)ON=O)OC(O)C1O, 962, 38
N#CC(O)(C(=O)OCO)N1C(C(=O)ON=O)OC(O)(O)C1O, 964, 36
N#CC(O)(C(=O)O)N1C(C(=O)ON=O)OC(O)(O)C1O, 968, 32
N#CC(O)N1C(C(=O)ON=O)OC(O)(O)C1O, 932, 68
N#CC1(O)OC2(O)OC(C(=O)ON=O)N1C2O, 927, 73
N#CC1(O)OC2(O)OC(C(=O)ON=O)N1C2=O, 6, 994
COC12OC(C(=O)ON=O)N(C1=O)C(O)(C#N)O2, 5, 995
COC1(OCC(=O)ON=O)OC(O)(C#N)NC1=O, 997, 3
C#COC1(OCC(=O)ON=O)OC(O)(C#N)NC1=O, 995, 5
C#COC12OC(C(=O)ON=O)OC(C#N)(NC1=O)O2, 855, 145
N#CC12NC(=O)C3(OC#CC(C(=O)ON=O)(O1)O3)O2, 555, 445
N#CC12OC3(C(=O)ON=O)C#COC(O3)(O1)C(=O)N2O, 578, 422
C#CC1(C(=O)ON=O)OC2(O)OC(C#N)(O1)N(O)C2=O, 874, 126
C#CC1(C(=O)ON=O)OC(O)OC(C#N)(N(O)C=O)O1, 996, 4
C#CC1(C(=O)ON=O)OC2OC(=O)N(O)C(C#N)(O2)O1, 847, 153
CC1(C(=O)ON=O)OC2OC(=O)N(O)C(C#N)(O2)O1, 848, 152
CC1(C(=O)ON=O)OC(O)OC(C#N)(N(O)C=O)O1, 997, 3
CC1(C(=O)O)OC(O)OC(C#N)(N(O)C=O)O1, 999, 1
CC12OC(O)(OC1=O)OC(C#N)(N(O)C=O)O2, 915, 85
CC1(OC(O)(C#N)N(O)C=O)OC(O)OC1=O, 999, 1
N#CC1(O)OC2(CON1C=O)OC(O)OC2=O, 992, 8
N#CC1(O)OC2(CON1C=O)OC(O)(O)OC2=O, 991, 9
N#CC1(O)OC(C=O)(OC(O)(O)O)CON1C=O, 997, 3
N#CC1(O)OC(OC(O)(O)O)CON1C=O, 999, 1
N#CC1(O)OC(OC(O)(O)O)=CON1C=O, 999, 1
CN1OC=C(OC(O)(O)O)OC1(O)C#N, 1000, 0
COC(O)(O)OC1=CON(C)C(O)(C#N)O1, 999, 1
COC(O)(O)OC1=CON(C)C(O)(C#N)O1, 1000, 0
CN1OC=C(O)OC1(O)C#N, 999, 1
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
CC(C(=O)O)N(CC(=O)O)CC(=O)O, 997, 3
CC(C(=O)O)N(C)CC(=O)O, 998, 2
CC(C(=O)O)N(C)C1OC1=O, 998, 2
CN(C(CN)C(=O)O)C1OC1=O, 997, 3
CN(C(O)C=O)C(CN)C(=O)O, 999, 1
CN(C(C=O)ON)C(CN)C(=O)O, 997, 3
CN1C(C=O)ON=C(N)C1C(=O)O, 998, 2
CCN1C(C=O)ON=C(N)C1C(=O)O, 1000, 0
CCN(CC=O)C(C(=O)O)C(N)=NO, 999, 1
C=C(C)N(CC=O)C(C(=O)O)C(N)=NO, 1000, 0
C=C(C)N(CC=O)C(CO)C(N)=NO, 997, 3
CC(=C=O)N(CC=O)C(CO)C(N)=NO, 997, 3
NC(=NO)C(CO)NCC=O, 987, 13
O=CCNC1(CO)NC1=NO, 905, 95
NC1(CO)NC1=NO, 999, 1
OCC1NC1=NO, 1000, 0
CON=C1NC1CO, 1000, 0
CON=CC(N)CO, 1000, 0
CON=CC1N=C1O, 1000, 0
N#CON=CC1N=C1O, 1000, 0
N#CON=CC1C=N1, 996, 4
CON=CC1C=N1, 1000, 0
C1=NOCC2=NC12, 998, 2
OC1ON=CC2N=C21, 999, 1
OC1ON=C=C2N=C21, 1000, 0
OC1ONC=C2N=C21, 999, 1
CN1C=C2N=C2C(O)O1, 1000, 0
CN1C=C2N=C2C(O)O1, 1000, 0
CN1C=CN=CC(O)O1, 1000, 0
CC1=CN(C)OC(O)C=N1, 1000, 0
COC1C=NC(C)=CN(C)O1, 1000, 0
COC1C=NC(C=O)=CN(C)O1, 1000, 0
C=C(C=O)N=CC(OC)ONC, 1000, 0
C=C(C=O)N=CC(OC)ONCO, 984, 16
C=C(C=O)N=CC(OC=N)ONCO, 989, 11
C=C(C=O)N=CC(OC=NO)ONCO, 987, 13
O=c1cc1N=CC(OC=NO)ONCO, 996, 4
O=c1cc1N=CC(O)ONCO, 993, 7
OCNOC(O)C=NC1=CC1O, 994, 6
COC1C=C1N=CC(O)ONCO, 993, 7
O=C(O)CN(CC(=O)O)CC(=O)O, 997, 3
CN(CC(=O)O)CC(=O)O, 999, 1
CN(CC=O)CC(=O)O, 1000, 0
N#CN(CC=O)CC(=O)O, 897, 103
N#CN(CC(=O)O)C(=N)C=O, 929, 71
N#CN(CC(=O)O)C(N)C=O, 956, 44
N#CN(CC(=O)O)C(N)C(=O)O, 935, 65
N#CN(CC(=O)O)C(N)(O)C(=O)O, 951, 49
